,At1g05470,CVP2,At5PT11,Cotyledon Vascular Pattern,C,CLB,C,TCM,Altered vein patterning in cotyledons,MB,T. Nelson,2004,Moderate,5.00E-165,At2g32010,,,,
,At1g05600,EMB3101,,Embryo Defective,C,ESN,S,EMB,Embryo defective; Cotyledon,RV,D. Meinke,2011,Moderate,2.00E-41,At5g46100,2.2,PPR Protein; Organellular mRNA Processing,MIT  (4),
,At1g05630,At5PT13,,Inositol Polyphosphate 5' Phosphatase,C,CLB,C,TCM,Altered vein patterning in cotyledons,RV,H. Xue,2005,High,0,At2g31830,,,,
,At1g05750,PDE247,CLB19,Pigment Defective Embryo ,C,ESN,L,"SRL, PIG",Seedling lethal (inferred from pigment defect),TD,D. Meinke,2002,High,2.00E-102,At2g20540,2.2,PPR Protein; Organellular mRNA Processing,,CPT  (2)
,At1g05760,RTM1,,Restricted TEV Movement,C,CND,I,PTH,Susceptible to tobacco etch virus,MB,J. Carrington,2000,Moderate,4.00E-53,At1g05770,,,,
,At1g05850,ELP,CTL1; HOT2; ERH2,Ectopic Lignin in Pith,C,MRP,V,"GRS, ROT, RTH, TCM, LIT","Dwarf; Short roots; Long root hairs with increased density; Abnormal pith cell morphology; Short, thick hypocotyl and roots and exaggerated apical hook in the dark",MB,Z. Ye,2002,High,4.00E-127,At3g16920,,,,
,At1g05990,RHS1,,Root Hair Specific,C,CLB,C,RTH,Long root hairs,RV,H. Cho,2009,Moderate,2.00E-58,At4g03290,,,,
,At1g06040,STO,,Salt Tolerance,C,MRP,V,NLS,Short hypocotyl,RV,M. Rodriguez-Franco,2007,High,2.00E-90,At2g31380,,,,
,At1g06150,EMB1444,,Embryo Defective,NC,ESN,S,EMB,Embryo defective; Cotyledon,RV,D. Meinke,2002,Moderate,0,At2g31280,2.2,PPR Protein; Organellular mRNA Processing,,
,At1g06160,ORA59,,Octadecanoid-Responsive AP2/ERF,C,CND,I,PTH,Susceptible to Botrytis cinerea,RV,J. Memelink,2008,Moderate,2.00E-45,At2g31230,,,,
,At1g06220,GFA1,CLO; MEE5,Gametophyte Factor,C,ESN,G,EMG,Embryo defective; Male and female gametophyte defective,TN,W. Yang,2009,High,0,At5g25230,2.3,Putative RNA Splicing Protein,,
,At1g06230,GTE4,,Global Transcription Factor,C,MRP,V,"GER, GRS, ROT, LEF, IST, FSM","Delayed germination and rosette development; Dwarf; Short roots; Abnormal lateral root formation; Small, slightly serrated leaves; Short, thin inflorescence stems; Decreased stamen number",RV,M. Kater,2010,Moderate,7.00E-55,At1g17790,,,,
,At1g06290,ACX3,IBR4,Acyl-CoA Oxidase,C,CND,H,HRM,Insensitive to IBA,MB; RV,B. Bartel,2005,High,0,At1g06310,,,,
,At1g06400,ARA2,AtRAB11E; AtRABA1A,,C,CND,H,"HRM, CHS",Sensitive to auxin and NPA (inhibitor of polar auxin transport),RV,H. Lee,2009,High,5.00E-97,At5g45750,,,,
,At1g06490,CALS7,GSL7,Callose Synthase,C,MRP,V,"ROT, IST, SRF",Short roots and inflorescence stems; Reduced fertility,RV,Z. Hong,2011,High,0,At3g59100,,,,Not Evaluated
,At1g06520,GPAT1,,Glycerol-3-Phosphate Acyltransferase,C,MRP,R,SRF,Reduced fertility; Pollen abortion (does not segregate in heterozygotes),RV,J. Zou,2003,High,6.00E-108,At1g02390,,,,
,At1g06570,PDS1,HPD,Phytoene Desaturase,C,ESN,L,"SRL, PIG",Seedling lethal (inferred from pigment defect),OTH,D. DellaPenna,1998,Unique,2.2,At1g05790,10.2,p-Hydroxyphenylpyruvate Dioxygenase; Plastoquinone and Tocopherol Biosynthesis ,,
,At1g06780,GAUT6,,Galacturonosyltransferase,C,CLB,B,PRA,Abnormal xylan and pectin levels in cell walls,RV,D. Mohnen,2009,High,0,At2g30575,,,,
,At1g06950,TIC110,,Translocon at Inner Envelope Membrane of Chloroplasts,C,ESN,S,"EMB, S:PIG, S:MSL",Embryo defective; Globular; Heterozygotes: Pale green; Chlorotic,RV,P. Jarvis,2007,Unique,4.2,At3g56190,4.2,Chloroplast Import Protein,,CPT  (4)
,At1g07130,STN1,,Arabidopsis Ortholog of Yeast STN1,C,MRP,V,"LEF, IST, ARC, SRF",Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,RV,D. Shippen,2008,Unique,0.086,At3g02920,12,Role in Telomere Capping,,
,At1g07320,EMB2784,,Embryo Defective,NC,ESN,S,EMB,Embryo defective; Globular,RV,D. Meinke,2008,Unique,2.00E-06,At2g20060,3.1,Plastid Ribosomal Protein L4,,CPT  (4)
,At1g07360,MAC5A,,MOS4-Associated Complex Subunit,C,MRP,V,"ROT, LEF, SRF, FLT","Twisted, slightly serrated leaves; Long petioles; Short roots; Reduced fertility; Early flowering",RV,X. Li,2010,Moderate,0,At2g29580,,,,Not Evaluated
,At1g07530,SCL14,GRAS2,Scarecrow-Like,C,CND,H,"HRM, CHS",Sensitive to INA (functional analog of SA) and TIBA (inhibitor of auxin transport),RV,C. Gatz,2008,High,0,At2g29060,,,,
,At1g07630,PLL5,,POL-Like,C,MRP,V,LEF,Abnormal leaf morphology,RV,S. Clark,2005,High,0,At2g28890,,,,
,At1g07890,APX1,,Ascorbate Peroxidase,NC,MRP,V,"GRS, FLT, WAT, TMP",Slow growth; Late flowering; Sensitive to a combination of drought and high temperature,RV,R. Mittler,2003,High,8.00E-97,At3g09640,10.5,Cytosolic Ascorbate Peroxidase; Peroxide Detoxification,,
,At1g07930,eEF1A2,,Eukaryotic Elongation Factor,NC,CND,P,MPH,Short roots under vertical growth,RV,W. Ransom-Hodgkins,2009,High,0,At1g07940,12,Multifunctional Protein: Translation Elongation Factor; Actin Filament Formation and Bundling; Role in Several Signaling Pathways,MIT  (1),
,At1g08030,TPST,,Tyrosylprotein Sulfotransferase,C,MRP,V,"NLS, PIG, ROT, LEF, IST, SEN, TCM","Small cotyledons; Small, pale green leaves; Short roots and inflorescence stems; Early senescence; Abnormal vein morphology; Disorganized RAM",RV,Y. Matsubayashi,2009,Unique,0.73,At5g66960,4.1,Tyrosylprotein Sulfotransferase; Tyrosine Sulfation,,
,At1g08060,MOM,,Maintenance of Methylation,C,CLB,B,CPR,Decreased DNA methylation,TD,J. Paszkowski,2000,Unique,8.00E-28,At5g44800,6.1,SWI/SNF2-Related Protein; Putative Role in Chromatin Remodeling ,,
,At1g08090,NRT2,LIN1,Nitrate Transport Defective,C,CLB,B,CPR,Reduced nitrate uptake,TD,F. Daniel-Vedele,2001,High,0,At1g08100,,,,
,At1g08130,LIG1,,DNA Ligase,NC,ESN,S,"EMB, W:GRS, W:ROT, W:LEF",Null: Embryo defective; Knockdown: Dwarf; Short roots; Small leaves,RV,C. West,2009,High,0,At1g49250,1,DNA Replication and Repair; Adjacent Polynucleotide Joining,MIT  (2),
,At1g08190,AtVPS41,ZIP2,,C,ESN,L,NHM,No homozygous mutant plants recovered,MB; RV,M. Morita,2009,Unique,1.00E-04,At5g67320,11.3,Vacuole and Golgi Vesicle Trafficking,,
,At1g08260,EMB2284,TIL1; EMB529; AtPOL2a; ABO4; ESD7,Embryo Defective,C,ESN,S,"EMB, W:GRS, W:LEF, W:FSM, W:FLT","Null: Embryo defective; Globular; Knockdown: Dwarf; Small, narrow leaves; Small flowers; Early flowering independent of photoperiod",TD,D. Meinke,2002,High,0,At2g27120,1,Subunit of DNA Polymerase Epsilon; DNA Replication,,
,At1g08370,DCP1,,Decapping,C,ESN,L,SRL,Seedling lethal,RV,N. Chua,2006,Unique,2.1,At2g03220,2.3,Decapping Protein; Role in mRNA Turnover and Decay,,
,At1g08430,ALMT1,,Aluminum-Activated Malate Transporter,C,CND,H,MCH,Sensitive to aluminum,RV,L. Kochian,2006,High,0,At1g08440,,,,
,At1g08450,CRT3,EBS2; PSL1,Calreticulin,NC,CND,I,PTH,Resistant to elf18 (bacterial defense inducer),RV,S. Persson,2010,Moderate,3.00E-122,At1g09210,,,,Not Evaluated
,At1g08510,FATB,,Fatty Acyl-ACP Thioesterase B,C,ESN,S,EMB,Embryo defective; Cotyledon,RV,J. Ohlrogge,2003,Moderate,5.00E-70,At3g25110,10.1,Acyl-Acyl Carrier Protein Thioesterase; Saturated Fatty Acid Biosynthesis,,CPT  (1)
,At1g08520,PDE166,CHLD,Pigment Defective Embryo,C,ESN,L,"SRL, PIG",Seedling lethal (inferred from pigment defect),TD,D. Meinke,2002,Moderate,2.00E-51,At4g18480,10.2,Magnesium Chelatase; Chlorophyll Biosynthesis,,CPT  (4)
,At1g08540,ABC1,SIG2,Aberrant Chloroplasts,C,MRP,V,PIG,Pale green,TD,D. Shibata,2000,Moderate,3.00E-66,At2g36990,2.1,RNA Polymerase Sigma Factor,,CPT  (4)
,At1g08550,NPQ1,AVDE1,Nonphotochemical Quenching Defective,C,CLB,B,CPR,Abnormal quenching of chlorophyll fluorescence,MB,O. Bjorkman,1998,Unique,3.00E-09,At2g21860,10.2,Violaxanthin De-epoxidase; Zeaxanthin Biosynthesis,,CPT  (3)
,At1g08560,KN,SYP111,Knolle,C,ESN,S,"EMB, SRL",Embryo and seedling defective,MB,G. Jurgens,1996,Moderate,3.00E-70,At1g61290,11.3,Cytokinesis-Specific Syntaxin; Promotes Vesicle Fusion in Cell Division Plane,,
,At1g08630,THA1,,Threonine Aldolase,C,CLB,B,PRA,Elevated threonine levels in seeds,RV,G. Jander,2006,High,3.00E-141,At3g04520,,,,
,At1g08660,MGP2,,Male Gametophyte Defective,C,ESN,G,GAM,Complete male gametophyte defective,TN,D. Ye,2010,High,7.00E-101,At3g48820,10.5,Golgi-localized Sialyltransferase,,
,At1g08720,EDR1,,Enhanced Disease Resistance,C,CND,I,PTH,Resistant to powdery mildew,MB,R. Innes,2001,Moderate,7.00E-127,At5g11850,,,,
,At1g08810,MYB60,,MYB Domain Protein,C,CLB,C,"STT, WAT",Reduced stomatal width; Resistant to drought,RV,C. Tonelli,2005,Moderate,8.00E-67,At5g62470,,,,
,At1g08840,EMB2411,DNA2,Embryo Defective,C,ESN,S,EMB,Embryo defective; Globular,TD,D. Meinke,2003,Moderate,2.00E-41,At2g03270,1,Helicase/Nuclease; DNA Replication; Okazaki Fragment Metabolism,,
,At1g09090,AtrbohB,,Respiratory Burst Oxidase Homolog,C,MRP,V,GER,Complete loss of seed after-ripening,TD; RV,G. Leubner-Metzger,2009,High,0,At5g47910,,,,
,At1g09100,RPT5B,,,C,CND,H,NUT,Sensitive to limited glucose,RV,J. Sheen,2006,High,0,At3g05530,,,,
,At1g09210,CRT1b,,Calreticulin,C,MRP,V,"NLS, CHS",Small seedlings; Resistant to tunicamycin,RV,S. Persson,2010,High,0,At1g56340,,,,Not Evaluated
,At1g09270,IMPA-4,,Importin Alpha Isoform,C,CND,I,OBI,Resistant to Agrobacterium transformation,RV,S. Gelvin,2008,High,0,At3g06720,,,,
,At1g09530,PIF3,PAP3; POC1,Phytochrome Interacting Factor,C,MRP,V,"NLS, LIT","Short hypocotyl; Sensitive to red light; Dwarf, open cotyledons and no apical hook in the dark",RV,G. Choi,2003,Unique,1.00E-26,At2g20180,8,Phytochrome Signaling,,
,At1g09540,MYB61,,MYB Gene Knockout,C,MRP,R,SSC,Reduced mucilage extrusion from seeds,TN,M. Bevan,2001,High,9.00E-103,At1g57560,,,,
,At1g09570,FHY2,PHYA; HY8,Long Hypocotyl in Far-Red Light,C,CND,P,LIT,Long hypocotyl under far-red light,TD,N. Harberd,1993,High,0,At5g35840,,,,
,At1g09700,HYL1,DRB1,Hyponastic Leaves,C,MRP,V,"NLS, GRS, ROT, LEF, ARC, FSM, SRF, FLT, HRM","Short hypocotyl; Dwarf; Narrow, upward-bending leaves; Increased branching; Reduced root gravitropism; Small flowers; Twisted siliques; Late flowering; Reduced fertility due to short filaments; Sensitive to ABA; Insensitive to cytokinin",TN,N. Fedoroff,2000,Unique,1.00E-19,At2g28380,2.2,Putative dsRNA Binding Protein,,
,At1g09770,AtCDC5,,Cell Division Cycle,NC,ESN,S,EMB,Embryo defective; Preglobular,RV,L.J. Qu,2007,Unique,3.00E-14,At5g11510,7,MYB Domain Transcription Factor,,
,At1g09940,HEMA2,,,C,CLB,B,PRA,Decreased heme levels in roots; No other phenotypes detected,RV,T. Masuda,2007,High,0,At1g58290,,,,
,At1g09970,RLK7,,Receptor-Like Kinase,C,MRP,V,"GER, CHS",Delayed germination; Sensitive to hydrogen peroxide,RV,E. Lasserre,2010,High,0,At3g19700,,,,Not Evaluated
,At1g10130,ECA3,,ER-Type Calcium Transporting ATPase,C,CND,H,NUT,Abnormal root growth in response to calcium and manganese,RV,H. Sze,2008,High,0,At1g07670,,,,
,At1g10170,AtNFXL1,,NF-X-Like,C,CND,I,PTH,Susceptible to fungal mycotoxin; Altered defense response,RV,T. Nishiuchi,2007,Moderate,1.00E-64,At5g05660,,,,
,At1g10270,GRP23,,Glutamine Rich Protein,C,ESN,S,EMB,Embryo defective; Preglobular,TN,W.C. Yang; Sundaresan,2007,Moderate,6.00E-79,At3g49240,7,Novel PPR Protein; Putative Transcriptional Regulator,,
,At1g10310,,,,C,CLB,B,PRA,Abnormal fatty acid levels,RV,R. Last,2009,Unique,3.00E-16,At3g55310,10.3,Fatty Acid Short Chain Dehydrogenase,,
,At1g10370,AtGSTU17,ERD9,Glutathione S-Transferase,C,CND,P,"LIT, HRM",Reduced seedling biomass and fewer lateral roots on exogenous auxin; Long hypocotyl under low fluences of far-red light; Insensitive to ABA,RV,H. Hsieh,2010,High,5.00E-101,At1g10360,,,,Not Evaluated
,At1g10470,ARR4,MEE7,Response Regulator,NC,CND,P,LIT,Slightly longer petioles under short days; Short hypocotyl under red light,RV,J. Kieber,2004,Moderate,2.00E-83,At1g59940,,,,
,At1g10510,EMB2004,,Embryo Defective,C,ESN,S,EMB,Embryo defective; Globular,TD,D. Meinke,2003,Unique,6.00E-23,At3g63130,13,Uncertain; Chloroplast-localized LRR Protein,,CPT  (2)
,At1g10760,SEX1,GWD1; SOP1,Starch Excess,C,CLB,B,PRA,Elevated starch in leaves after prolonged darkness,MB,A. Weber,2001,High,0,At4g24450,10.4,Regulator of Starch Phosphorylation and Degradation ,,CPT  (3)
,At1g10840,eIF3h,TIF3H1,Eukaryotic Initiation Factor,C,ESN,L,"SRL, NLS, ROT, LEF, IST, ARC, FSM, RTH",High penetrance of rosette lethality; Abnormal cotyledon number and morphology; Warped leaves; Short primary root; Low penetrance of pin-formed inflorescences; Increased branching; Abnormal silique morphology; Few root hairs,RV,A. von Arnim,2004,Unique,4.00E-07,At5g23540,3.3,Translation Initiation Factor,,Not Evaluated
,At1g10910,EMB3103,,Embryo Defective,C,ESN,S,EMB,Embryo defective; Globular,RV,D. Meinke,2011,Moderate,1.00E-41,At1g74850,13,Unknown; Putative PPR Protein,,CPT  (1)
,At1g10920,LOV1,,Locus Orchestrating Victorin Effects,C,CND,I,"CHS, PTH",Resistant to victorin (fungal toxin); Susceptible to disease,MB,T. Wolpert,2008,High,0,At1g53350,,,,
,At1g10930,RECQ4A,,,C,CND,H,"CPR, CHS",Sensitive to DNA damaging agents; Increased homologous recombination frequency,RV,P. Dijkwel,2005,High,0,At1g60930,,,,
,At1g11000,MLO4,,Mildew Resistance Locus O,C,CND,P,MEC,Tight spiral-like root growth in response to touch,RV,A. Jones,2009,High,4.00E-100,At5g53760,,,,
,At1g11130,SUB,,Strubbelig,C,MRP,V,"IST, OVP","Short, twisted inflorescence stems; Abnormal ovules",MB,K. Schneitz,2005,Moderate,1.00E-99,At4g03390,,,,
,At1g11310,MLO2,PMR2,Mildew Resistance Locus,C,CND,I,PTH,Resistant to powdery mildew,RV,R. Panstruga,2006,High,0,At1g61560,,,,
,At1g11350,CBRLK1,,Calmodulin-Binding Receptor-Like Kinase,C,CND,I,PTH,Resistant to bacterial infection,RV,W. Chung,2009,High,0,At1g11330,,,,
,At1g11680,EMB1738,CYP51,Embryo Defective,C,ESN,S,EMB,Embryo defective; Cotyledon,TD,D. Meinke,2002,Unique,4.00E-25,At3g19270,10.5,Obtusifoliol 14-Alpha Demethylase; Cytochrome P450 monooxygenase; Sterol Biosynthesis,,
,At1g11720,AtSS3,,Starch Synthase,C,CLB,B,PRA,Elevated starch levels; Abnormal starch composition; No other phenotypes detected,RV,M. James,2005,Moderate,2.00E-117,At4g18240,10.4,Starch Synthase; Negative Regulator of Starch Synthesis,,CPT  (3)
,At1g11755,LEW1,,Leaf Wilting,C,ESN,L,"NHM, W:GRS, W:MSL",Null: No homozygous mutant plants recovered; Knockdown: Dwarf; Wilted leaves,MB,Z. Gong,2008,Unique,0.48,At3g06290,10.2,Cis-Prenyltransferase; Dolichol Biosynthesis,,
